athlete_id,player_name,recruit_name,recruit_year,recruit_rank,espn_grade,recruit_team,recruit_pos,yr1_season,yr2_season,yr1_impact,yr2_impact,yr1_games,yr2_games,impact_delta,in_draft_2026,draft_prob_early,draft_prob_mid,draft_prob_late
4433517.0,Latasha Lattimore,Latasha Lattimore,2021,38.0,93.0,Texas,F,2022,2023,5.54,3.29,32,31,-2.25,False,,,
4711685.0,Knisha Godfrey,Knisha Godfrey,2021,40.0,93.0,Mississippi State,PG,2022,2023,,5.1,0,31,,False,,,
4433531.0,Shayeann Day-Wilson,Shayeann Day-Wilson,2021,41.0,93.0,Duke,PG,2022,2023,16.79,12.18,30,31,-4.61,False,,,
4898900.0,Jenna Johnson,Jenna Johnson,2021,42.0,93.0,Utah,F,2022,2023,14.85,17.43,31,29,2.58,False,,,
4434021.0,Sara Puckett,Sara Puckett,2021,43.0,93.0,Tennessee,F,2022,2023,9.79,7.26,31,34,-2.53,False,,,
4433545.0,Bree Salenbien,Breanne Salenbien,2021,44.0,93.0,Gonzaga,W,2022,2023,3.45,,32,0,,False,,,
4433810.0,Karoline Striplin,Karoline Striplin,2021,45.0,93.0,Tennessee,F,2022,2023,2.9,7.28,31,34,4.38,False,,,
4433532.0,Kiya Dorroh,Kiya Dorroh,2021,47.0,93.0,Missouri,W,2022,2023,1.85,0.77,30,31,-1.08,False,,,
4433546.0,Makayla Timpson,Makayla Timpson,2021,48.0,93.0,Florida State,F,2022,2023,11.3,23.68,30,32,12.38,False,,,
4713398.0,Kendall Coley,Kendall Coley,2021,49.0,93.0,Nebraska,W,2022,2023,3.75,3.32,32,30,-0.43,False,,,
4683032.0,Jillian Brown,Jillian Brown,2021,50.0,93.0,Northwestern,G,2022,2023,11.74,10.54,29,30,-1.2,True,0.5293,0.1239,0.3468
4691692.0,Amani Bartlett,Amani Bartlett,2021,51.0,93.0,LSU,F,2022,2023,0.79,1.58,30,30,0.79,False,,,
4433533.0,Kionna Gaines,Kionna Gaines,2021,52.0,93.0,Clemson,G,2022,2023,4.34,4.03,31,32,-0.31,False,,,
4691696.0,Adalia McKenzie,Adalia McKenzie,2021,53.0,92.0,Illinois,G,2022,2023,13.52,20.65,27,31,7.13,False,,,
4691694.0,Jaelyn Glenn,Jaelyn Glenn,2021,54.0,92.0,Kansas State,G,2022,2023,12.52,19.89,31,33,7.37,False,,,
4682765.0,Jasmine Shavers,Jasmine Shavers,2021,55.0,92.0,Mississippi State,G,2022,2023,,11.77,0,32,,False,,,
4691693.0,Caileigh Walsh,Caileigh Walsh,2021,56.0,92.0,Northwestern,P,2022,2023,11.79,17.19,29,30,5.4,False,,,
4433999.0,Sacha Washington,Sacha Washington,2021,57.0,91.0,Vanderbilt,F,2022,2023,12.76,19.04,32,31,6.28,True,0.2458,0.2965,0.4577
4434027.0,Kendra Gillispie,Kendra Gillispie,2021,58.0,91.0,Marquette,W,2022,2023,1.26,2.34,33,31,1.08,False,,,
5108531.0,Emma Shumate,Emma Shumate,2021,59.0,91.0,West Virginia,G,2022,2023,,4.34,0,32,,True,0.1861,0.3573,0.4566
4691695.0,Raegyn Conley,Raegyn Conley,2021,60.0,91.0,Wake Forest,W,2022,2023,2.99,1.59,31,32,-1.4,False,,,
5106230.0,Brianna Turnage,Brianna Turnage,2021,61.0,91.0,Virginia Tech,G,2022,2023,,4.44,0,32,,False,,,
4434014.0,Kaiya Wynn,Kaiya Wynn,2021,62.0,91.0,Tennessee,G,2022,2023,3.63,1.81,31,34,-1.82,False,,,
4898385.0,Sophie Hart,Sophia Hart,2021,64.0,91.0,NC State,P,2022,2023,1.22,0.72,32,27,-0.5,True,0.1314,0.4222,0.4463
4691699.0,Tiarra East,Tiarra East,2021,65.0,91.0,Temple,G,2022,2023,6.08,18.73,28,29,12.65,False,,,
4898998.0,Kelbie Washington,Kelbie Washington,2021,66.0,91.0,Oklahoma,PG,2022,2023,10.68,,32,0,,False,,,
4898416.0,Chantae Embry,Chante Embry,2021,67.0,91.0,Texas Tech,F,2022,2023,5.7,18.08,30,28,12.38,False,,,
4433522.0,Ari Wiggins,Ariana Wiggins,2021,68.0,91.0,Michigan,G,2022,2023,0.71,1.7,28,31,0.99,False,,,
4683036.0,De'Mauri Flournoy,De'Mauri Flournoy,2021,69.0,91.0,Vanderbilt,PG,2022,2023,4.15,2.75,32,32,-1.4,False,,,
4898437.0,Se'Quoia Allmond,Se'Quoia Allmond,2021,70.0,91.0,Jackson State,PG,2022,2023,1.51,4.22,30,29,2.71,False,,,
4712562.0,Madison Conner,Madison Conner,2021,71.0,91.0,Arizona,G,2022,2023,6.65,8.22,27,30,1.57,False,,,
4898422.0,Paige Bradley,Paige Bradley,2021,72.0,91.0,TCU,G,2022,2023,0.94,4.64,28,31,3.7,False,,,
4691702.0,Callie Genke,Callie Genke,2021,73.0,91.0,Green Bay,G,2022,2023,5.12,8.47,26,32,3.35,False,,,
4898433.0,Emma Calvert,Emma Calvert,2021,74.0,91.0,BYU,P,2022,2023,5.92,11.08,29,32,5.16,False,,,
4591726.0,Kayla Blackshear,Kayla Blackshear,2021,75.0,91.0,Alabama,F,2022,2023,0.77,13.64,30,30,12.87,False,,,
4673346.0,Kierra Sanderlin,Kierra Sanderlin,2021,77.0,91.0,Rutgers,PG,2022,2023,0.89,,31,0,,False,,,
4433537.0,Jzaniya Harriel,Jzaniya Harriel,2021,78.0,91.0,Stanford,PG,2022,2023,,1.51,0,33,,False,,,
4683033.0,Lashae Dwyer,Lashae Dwyer,2021,79.0,91.0,Miami,PG,2022,2023,5.72,9.71,32,31,3.99,False,,,
4683053.0,Allison Weidner,Allison Weidner,2021,80.0,91.0,Nebraska,G,2022,2023,12.06,7.37,32,30,-4.69,False,,,
4664774.0,Messiah Hunter,Messiah Hunter,2021,81.0,91.0,West Virginia,G,2022,2023,,0.66,0,30,,False,,,
4691704.0,Kindyll Wetta,Kindyll Wetta,2021,82.0,91.0,Colorado,PG,2022,2023,10.96,10.84,30,31,-0.12,False,,,
4691700.0,Laila Jewett,Laila Jewett,2021,84.0,91.0,UCF,G,2022,2023,0.51,11.91,28,29,11.4,False,,,
4691703.0,Grace Hall,Grace Hall,2021,86.0,91.0,LSU,F,2022,2023,0.9,,30,0,,False,,,
4433800.0,Jada Walker,Jada Walker,2021,87.0,91.0,Kentucky,PG,2022,2023,14.76,19.81,30,31,5.05,False,,,
4691726.0,Macie James,Macie James,2021,88.0,91.0,Oklahoma State,G,2022,2023,7.02,0.68,29,32,-6.34,False,,,
5108332.0,Amiya Payne,Amiya Payne,2021,89.0,91.0,Middle Tennessee,W,2022,2023,,1.87,0,31,,False,,,
4691729.0,Olivia Westphal,Olivia Westphal,2021,90.0,91.0,Duquesne,G,2022,2023,,0.95,0,31,,False,,,
4433526.0,Jada Malone,Jada Malone,2021,91.0,91.0,Texas A&M,P,2022,2023,4.28,8.38,29,29,4.1,False,,,
4433538.0,Addison O'Grady,Addison O'Grady,2021,92.0,91.0,Iowa,P,2022,2023,7.29,2.49,30,32,-4.8,False,,,
4705047.0,Skye Williams,Skye Williams,2021,93.0,91.0,Purdue,G,2022,2023,8.02,11.07,31,32,3.05,False,,,
4711715.0,Jess Finney,Jess Finney,2021,94.0,91.0,Washington,G,2022,2023,,5.71,0,30,,False,,,
4433557.0,Mallorie Haines,Mallorie Haines,2021,96.0,91.0,Davidson,G,2022,2023,0.32,6.04,30,30,5.72,False,,,
4728655.0,Stefanie Kulesza,Stefanie Kulesza,2021,97.0,91.0,UMass,G,2022,2023,1.24,4.02,32,32,2.78,False,,,
4711805.0,Katie Borowicz,Katie Borowicz,2021,98.0,91.0,Minnesota,PG,2022,2023,,12.4,0,30,,False,,,
4433549.0,Nyah Wilson,Nyah Wilson,2021,99.0,91.0,Syracuse,G,2022,2023,2.0,1.62,29,30,-0.38,False,,,
4433519.0,Aaronette Vonleh,Aaronette Vonleh,2021,100.0,91.0,Arizona,P,2022,2023,3.5,16.91,27,31,13.41,False,,,
